State,PeopleAffected,Domain,ResourcesRequired,UrgencyReason,Timeline,Urgency,EstimatedCost
Delhi,460,Disaster Relief,Beds/Shelter,Health Emergency,Immediate,Medium,29348.09
Karnataka,764,Disaster Relief,Medicines,Disease Outbreak,Long term,High,22878.89
Gujarat,571,Disaster Relief,Beds/Shelter,Disease Outbreak,Within 1 week,High,40945.76
Karnataka,121,Disaster Relief,Food Kits,Community Emergency,Long term,Medium,1678.91
Maharashtra,115,Employment,Beds/Shelter,Seasonal Need,Long term,Medium,5456.45
Delhi,615,Food,Beds/Shelter,Health Emergency,Long term,High,33724.42
Karnataka,67,Disaster Relief,Beds/Shelter,Community Emergency,Immediate,Low,4801.71
Tamil Nadu,46,Education,Beds/Shelter,Seasonal Need,Immediate,Low,2557.95
Delhi,911,Food,Volunteers,Natural Disaster (Flood/Earthquake),Within 1 week,High,6175.37
Bihar,515,Education,Beds/Shelter,Health Emergency,Long term,High,23906.05
Delhi,821,Disaster Relief,Funds,Natural Disaster (Flood/Earthquake),Long term,High,13507.92
Karnataka,225,Food,Medicines,Health Emergency,Long term,Medium,5705.14
Andhra Pradesh,322,Disaster Relief,Volunteers,Health Emergency,Long term,Medium,2748.82
Delhi,466,Disaster Relief,Volunteers,Disease Outbreak,Long term,High,4293.2
Telangana,32,Disaster Relief,Beds/Shelter,Seasonal Need,Long term,Low,1988.25
Karnataka,152,Shelter,Beds/Shelter,Disease Outbreak,Long term,High,9960.05
Tamil Nadu,521,Education,Funds,Health Emergency,Immediate,High,7717.74
Delhi,749,Healthcare,Beds/Shelter,Disease Outbreak,Within 1 week,High,67010.91
Delhi,756,Shelter,Food Kits,Health Emergency,Immediate,High,12107.28
Gujarat,190,Shelter,Food Kits,Seasonal Need,Within 1 week,Medium,2953.06
Bihar,160,Employment,Medicines,Disease Outbreak,Long term,High,3254.26
Bihar,41,Education,Volunteers,Community Emergency,Within 1 week,Low,284.88
Bihar,727,Food,Funds,Health Emergency,Immediate,High,14095.21
Karnataka,195,Employment,Beds/Shelter,Disease Outbreak,Immediate,High,10880.66
Bihar,268,Healthcare,Volunteers,Disease Outbreak,Long term,High,3061.29
Telangana,42,Healthcare,Food Kits,Community Emergency,Within 1 week,Low,667.27
Tamil Nadu,685,Disaster Relief,Funds,Natural Disaster (Flood/Earthquake),Long term,High,11618.21
Tamil Nadu,3397,Healthcare,Food Kits,Disease Outbreak,Immediate,High,64248.52
Karnataka,126,Healthcare,Volunteers,Disease Outbreak,Long term,High,1334.52
Tamil Nadu,197,Shelter,Food Kits,Community Emergency,Long term,Medium,2288.66
Bihar,102,Disaster Relief,Volunteers,Health Emergency,Within 1 week,Medium,1156.83
Bihar,104,Healthcare,Beds/Shelter,Seasonal Need,Within 1 week,Medium,10615.37
Andhra Pradesh,71,Shelter,Funds,Seasonal Need,Immediate,Low,1116.38
Maharashtra,71,Shelter,Funds,Community Emergency,Immediate,Low,1060.4
Andhra Pradesh,206,Education,Medicines,Disease Outbreak,Immediate,High,5061.96
Delhi,99,Disaster Relief,Medicines,Seasonal Need,Within 1 week,Low,2768.18
Gujarat,185,Disaster Relief,Funds,Community Emergency,Immediate,Medium,3018.28
Bihar,22,Employment,Medicines,Community Emergency,Long term,Low,441.24
Bihar,1215,Shelter,Food Kits,Natural Disaster (Flood/Earthquake),Long term,High,13723.4
Delhi,103,Shelter,Beds/Shelter,Natural Disaster (Flood/Earthquake),Within 1 week,High,6969.28
Andhra Pradesh,10023,Shelter,Medicines,Disease Outbreak,Within 1 week,High,260025.4
Telangana,132,Education,Medicines,Community Emergency,Within 1 week,Medium,3245.91
Bihar,607,Food,Volunteers,Health Emergency,Within 1 week,High,4560.19
Telangana,574,Shelter,Medicines,Disease Outbreak,Immediate,High,19111.05
Andhra Pradesh,174,Disaster Relief,Volunteers,Seasonal Need,Immediate,Medium,1503.64
Andhra Pradesh,635,Education,Medicines,Natural Disaster (Flood/Earthquake),Immediate,High,17357.43
Telangana,32,Shelter,Funds,Seasonal Need,Within 1 week,Low,550.04
Telangana,238,Food,Volunteers,Health Emergency,Immediate,Medium,1664.97
Bihar,39,Food,Medicines,Community Emergency,Within 1 week,Low,934.78
Andhra Pradesh,196,Food,Volunteers,Community Emergency,Within 1 week,Medium,1577.02
Delhi,75,Employment,Funds,Seasonal Need,Immediate,Low,874.56
Tamil Nadu,162,Healthcare,Volunteers,Community Emergency,Within 1 week,Medium,1927.92
Telangana,351,Employment,Funds,Disease Outbreak,Immediate,High,5375.14
Telangana,107,Food,Beds/Shelter,Seasonal Need,Immediate,Medium,6205.62
Telangana,15,Employment,Food Kits,Seasonal Need,Within 1 week,Low,128.3
Andhra Pradesh,749,Healthcare,Funds,Disease Outbreak,Long term,High,14673.0
Bihar,382,Healthcare,Food Kits,Disease Outbreak,Immediate,High,8548.05
Gujarat,977,Disaster Relief,Volunteers,Health Emergency,Long term,High,8775.45
Delhi,374,Disaster Relief,Funds,Health Emergency,Long term,Medium,6784.27
Tamil Nadu,431,Employment,Beds/Shelter,Health Emergency,Within 1 week,Medium,20631.02
Maharashtra,182,Shelter,Volunteers,Community Emergency,Immediate,Medium,1375.2
Andhra Pradesh,166,Food,Funds,Seasonal Need,Within 1 week,Medium,2669.36
Delhi,39,Employment,Food Kits,Community Emergency,Within 1 week,Low,360.19
Bihar,50,Healthcare,Beds/Shelter,Disease Outbreak,Immediate,High,5931.97
Maharashtra,85,Education,Funds,Seasonal Need,Within 1 week,Low,1021.55
Andhra Pradesh,146,Disaster Relief,Volunteers,Seasonal Need,Immediate,Medium,1309.32
Delhi,92,Food,Beds/Shelter,Seasonal Need,Long term,Low,5252.26
Delhi,68,Healthcare,Beds/Shelter,Health Emergency,Long term,Low,6165.96
Telangana,148,Food,Food Kits,Seasonal Need,Long term,Medium,1540.79
Maharashtra,381,Food,Medicines,Health Emergency,Long term,Medium,8018.37
Andhra Pradesh,636,Shelter,Funds,Natural Disaster (Flood/Earthquake),Long term,High,9780.7
Telangana,830,Shelter,Volunteers,Disease Outbreak,Long term,High,7087.92
Tamil Nadu,10,Disaster Relief,Funds,Seasonal Need,Within 1 week,Low,168.92
Bihar,332,Shelter,Funds,Health Emergency,Within 1 week,Medium,5700.89
Bihar,512,Shelter,Beds/Shelter,Health Emergency,Immediate,High,44129.62
Maharashtra,44,Healthcare,Volunteers,Community Emergency,Immediate,Low,532.23
Tamil Nadu,322,Shelter,Beds/Shelter,Disease Outbreak,Within 1 week,High,20725.51
Delhi,570,Shelter,Volunteers,Health Emergency,Within 1 week,High,4206.89
Andhra Pradesh,121,Healthcare,Beds/Shelter,Health Emergency,Within 1 week,Medium,11888.74
Delhi,91,Employment,Beds/Shelter,Seasonal Need,Long term,Low,3715.83
Karnataka,42,Shelter,Medicines,Seasonal Need,Immediate,Low,1040.29
Telangana,357,Disaster Relief,Beds/Shelter,Disease Outbreak,Immediate,High,30744.15
Gujarat,983,Healthcare,Food Kits,Disease Outbreak,Long term,High,17049.08
Delhi,800,Shelter,Medicines,Disease Outbreak,Within 1 week,High,19682.0
Bihar,263,Healthcare,Funds,Natural Disaster (Flood/Earthquake),Immediate,High,7510.51
Karnataka,790,Employment,Medicines,Health Emergency,Immediate,High,19849.04
Telangana,120,Education,Beds/Shelter,Seasonal Need,Within 1 week,Medium,6475.92
Andhra Pradesh,100,Disaster Relief,Medicines,Community Emergency,Long term,Low,2895.41
Delhi,362,Education,Medicines,Natural Disaster (Flood/Earthquake),Long term,High,7840.94
Tamil Nadu,458,Food,Volunteers,Health Emergency,Long term,Medium,3316.17
Maharashtra,504,Education,Funds,Natural Disaster (Flood/Earthquake),Within 1 week,High,5690.65
Tamil Nadu,142,Food,Funds,Seasonal Need,Within 1 week,Medium,2197.78
Andhra Pradesh,725,Shelter,Food Kits,Disease Outbreak,Long term,High,8861.01
Karnataka,453,Shelter,Funds,Natural Disaster (Flood/Earthquake),Long term,High,7185.48
Andhra Pradesh,663,Employment,Volunteers,Health Emergency,Immediate,High,4559.03
Maharashtra,402,Education,Medicines,Health Emergency,Long term,Medium,7551.66
Maharashtra,392,Healthcare,Volunteers,Disease Outbreak,Within 1 week,High,4659.03
Delhi,977,Healthcare,Beds/Shelter,Disease Outbreak,Long term,High,76004.44
Gujarat,954,Shelter,Food Kits,Disease Outbreak,Long term,High,10950.89
Tamil Nadu,90,Healthcare,Food Kits,Community Emergency,Immediate,Low,1516.53
Delhi,132,Employment,Volunteers,Natural Disaster (Flood/Earthquake),Long term,High,824.71
Karnataka,529,Education,Medicines,Health Emergency,Long term,High,10657.08
Maharashtra,159,Employment,Medicines,Community Emergency,Within 1 week,Medium,3378.04
Andhra Pradesh,196,Education,Beds/Shelter,Seasonal Need,Within 1 week,Medium,12012.89
Bihar,833,Disaster Relief,Volunteers,Health Emergency,Long term,High,6952.67
Maharashtra,259,Food,Food Kits,Health Emergency,Long term,Medium,2911.4
Delhi,713,Employment,Beds/Shelter,Disease Outbreak,Long term,High,30244.57
Bihar,993,Employment,Funds,Health Emergency,Within 1 week,High,11661.34
Andhra Pradesh,516,Food,Medicines,Health Emergency,Long term,High,11540.52
Maharashtra,1739,Shelter,Beds/Shelter,Disease Outbreak,Long term,High,99919.45
Telangana,183,Shelter,Medicines,Community Emergency,Immediate,Medium,5086.74
Maharashtra,161,Employment,Funds,Community Emergency,Within 1 week,Medium,2083.23
Telangana,357,Disaster Relief,Funds,Natural Disaster (Flood/Earthquake),Long term,High,5700.6
Maharashtra,196,Healthcare,Funds,Community Emergency,Immediate,Medium,4473.5
Delhi,690,Healthcare,Funds,Health Emergency,Immediate,High,19493.23
Telangana,778,Food,Funds,Health Emergency,Long term,High,11393.29
Tamil Nadu,31,Food,Beds/Shelter,Community Emergency,Immediate,Low,1944.46
Bihar,952,Food,Medicines,Health Emergency,Long term,High,22553.24
Maharashtra,333,Disaster Relief,Funds,Natural Disaster (Flood/Earthquake),Within 1 week,High,5931.29
Bihar,121,Healthcare,Beds/Shelter,Seasonal Need,Long term,Medium,9652.73
Tamil Nadu,67,Shelter,Volunteers,Seasonal Need,Long term,Low,524.36
Bihar,31,Shelter,Volunteers,Community Emergency,Within 1 week,Low,241.6
Maharashtra,426,Disaster Relief,Volunteers,Natural Disaster (Flood/Earthquake),Long term,High,3411.63
Andhra Pradesh,7654,Food,Funds,Disease Outbreak,Long term,High,105645.17
Tamil Nadu,357,Employment,Beds/Shelter,Disease Outbreak,Long term,High,15732.43
Delhi,145,Employment,Volunteers,Community Emergency,Within 1 week,Medium,947.45
Delhi,142,Disaster Relief,Beds/Shelter,Natural Disaster (Flood/Earthquake),Long term,High,9590.81
Gujarat,60,Disaster Relief,Funds,Health Emergency,Within 1 week,Low,1040.17
Karnataka,732,Food,Food Kits,Disease Outbreak,Immediate,High,10463.67
Andhra Pradesh,610,Shelter,Medicines,Health Emergency,Within 1 week,High,15316.64
Delhi,349,Shelter,Medicines,Health Emergency,Within 1 week,Medium,9961.48
Telangana,925,Food,Medicines,Disease Outbreak,Immediate,High,30083.08
Gujarat,197,Education,Food Kits,Disease Outbreak,Long term,High,2127.53
Telangana,946,Disaster Relief,Funds,Disease Outbreak,Long term,High,16786.84
Telangana,612,Shelter,Medicines,Disease Outbreak,Within 1 week,High,14017.29
Karnataka,573,Education,Medicines,Disease Outbreak,Within 1 week,High,10801.49
Karnataka,460,Employment,Medicines,Natural Disaster (Flood/Earthquake),Within 1 week,High,8504.18
Karnataka,106,Healthcare,Beds/Shelter,Natural Disaster (Flood/Earthquake),Within 1 week,High,9626.19
Telangana,187,Employment,Food Kits,Community Emergency,Within 1 week,Medium,1737.05
Bihar,47,Employment,Volunteers,Seasonal Need,Within 1 week,Low,276.98
Tamil Nadu,329,Shelter,Beds/Shelter,Disease Outbreak,Immediate,High,28464.86
Tamil Nadu,178,Shelter,Beds/Shelter,Community Emergency,Long term,Medium,11193.59
Telangana,384,Employment,Beds/Shelter,Health Emergency,Immediate,Medium,18416.36
Delhi,604,Education,Food Kits,Natural Disaster (Flood/Earthquake),Long term,High,5794.35
Tamil Nadu,392,Education,Volunteers,Health Emergency,Long term,Medium,2348.18
Maharashtra,34,Education,Funds,Community Emergency,Immediate,Low,423.9
Bihar,155,Food,Medicines,Seasonal Need,Within 1 week,Medium,4296.71
Telangana,7,Education,Volunteers,Seasonal Need,Long term,Low,52.41
Delhi,29,Shelter,Food Kits,Community Emergency,Within 1 week,Low,331.63
Maharashtra,189,Shelter,Beds/Shelter,Health Emergency,Long term,Medium,10724.42
Andhra Pradesh,96,Disaster Relief,Medicines,Seasonal Need,Within 1 week,Low,2815.21
Karnataka,188,Healthcare,Medicines,Disease Outbreak,Immediate,High,7830.73
Gujarat,875,Education,Volunteers,Natural Disaster (Flood/Earthquake),Long term,High,5939.14
Andhra Pradesh,847,Shelter,Volunteers,Natural Disaster (Flood/Earthquake),Long term,High,6231.31
Andhra Pradesh,247,Healthcare,Volunteers,Health Emergency,Within 1 week,Medium,3446.04
Karnataka,668,Healthcare,Food Kits,Health Emergency,Long term,High,10681.96
Karnataka,229,Disaster Relief,Beds/Shelter,Health Emergency,Within 1 week,Medium,16286.29
Andhra Pradesh,138,Employment,Beds/Shelter,Seasonal Need,Long term,Medium,5592.88
Bihar,18,Healthcare,Funds,Seasonal Need,Within 1 week,Low,422.16
Gujarat,894,Food,Funds,Natural Disaster (Flood/Earthquake),Immediate,High,16326.33
Bihar,119,Employment,Volunteers,Seasonal Need,Within 1 week,Medium,793.21
Tamil Nadu,342,Shelter,Funds,Natural Disaster (Flood/Earthquake),Within 1 week,High,4896.05
Delhi,93,Disaster Relief,Funds,Community Emergency,Long term,Low,1591.45
Telangana,163,Disaster Relief,Volunteers,Health Emergency,Long term,Medium,1501.35
Andhra Pradesh,702,Healthcare,Volunteers,Natural Disaster (Flood/Earthquake),Immediate,High,9127.88
Maharashtra,193,Employment,Medicines,Seasonal Need,Immediate,Medium,3857.21
Bihar,623,Education,Volunteers,Health Emergency,Within 1 week,High,4040.75
Karnataka,229,Shelter,Food Kits,Disease Outbreak,Immediate,High,3703.15
Karnataka,81,Shelter,Volunteers,Seasonal Need,Immediate,Low,703.4
Tamil Nadu,36,Healthcare,Volunteers,Community Emergency,Within 1 week,Low,403.15
Karnataka,129,Healthcare,Funds,Community Emergency,Long term,Medium,2887.09
Tamil Nadu,24,Disaster Relief,Volunteers,Seasonal Need,Within 1 week,Low,235.75
Gujarat,149,Food,Volunteers,Community Emergency,Immediate,Medium,1192.49
Maharashtra,166,Employment,Food Kits,Community Emergency,Long term,Medium,1446.59
Telangana,107,Shelter,Medicines,Seasonal Need,Within 1 week,Medium,2972.63
Bihar,43,Shelter,Medicines,Community Emergency,Immediate,Low,1156.53
Telangana,48,Healthcare,Medicines,Community Emergency,Immediate,Low,1861.48
Maharashtra,144,Food,Funds,Community Emergency,Immediate,Medium,2134.27
Delhi,51,Healthcare,Funds,Community Emergency,Immediate,Low,1127.32
Telangana,141,Food,Medicines,Community Emergency,Immediate,Medium,3267.85
Tamil Nadu,105,Education,Beds/Shelter,Seasonal Need,Immediate,Medium,5247.88
Telangana,155,Healthcare,Medicines,Community Emergency,Immediate,Medium,5857.12
Gujarat,56,Food,Beds/Shelter,Community Emergency,Long term,Low,3474.93
Maharashtra,159,Employment,Medicines,Community Emergency,Immediate,Medium,2702.82
Karnataka,280,Disaster Relief,Beds/Shelter,Health Emergency,Within 1 week,Medium,22761.95
Maharashtra,432,Healthcare,Beds/Shelter,Natural Disaster (Flood/Earthquake),Long term,High,38711.1
Karnataka,671,Shelter,Volunteers,Health Emergency,Immediate,High,7306.84
Telangana,2,Education,Food Kits,Seasonal Need,Within 1 week,Low,23.14
Delhi,220,Shelter,Volunteers,Health Emergency,Long term,Medium,1687.02
Tamil Nadu,465,Disaster Relief,Food Kits,Health Emergency,Long term,Medium,5926.29
Tamil Nadu,22,Healthcare,Beds/Shelter,Community Emergency,Immediate,Low,1769.61
Tamil Nadu,115,Disaster Relief,Beds/Shelter,Community Emergency,Immediate,Medium,8514.7
Telangana,605,Disaster Relief,Beds/Shelter,Natural Disaster (Flood/Earthquake),Immediate,High,51155.86
Andhra Pradesh,262,Shelter,Beds/Shelter,Health Emergency,Long term,Medium,16510.6
Bihar,193,Food,Beds/Shelter,Community Emergency,Within 1 week,Medium,11176.06
Tamil Nadu,238,Disaster Relief,Volunteers,Health Emergency,Immediate,Medium,2183.21
Tamil Nadu,5,Employment,Beds/Shelter,Seasonal Need,Long term,Low,241.42
Andhra Pradesh,101,Healthcare,Volunteers,Seasonal Need,Within 1 week,Medium,1403.87
Andhra Pradesh,83,Education,Funds,Health Emergency,Long term,Low,956.45
Karnataka,176,Disaster Relief,Funds,Natural Disaster (Flood/Earthquake),Within 1 week,High,2901.06
Tamil Nadu,675,Shelter,Beds/Shelter,Health Emergency,Within 1 week,High,38540.99
Telangana,2,Employment,Funds,Seasonal Need,Within 1 week,Low,21.88
Andhra Pradesh,957,Shelter,Beds/Shelter,Disease Outbreak,Within 1 week,High,51955.03
Bihar,419,Disaster Relief,Medicines,Health Emergency,Immediate,Medium,10644.83
Andhra Pradesh,506,Food,Volunteers,Disease Outbreak,Within 1 week,High,3904.71
Tamil Nadu,531,Employment,Funds,Natural Disaster (Flood/Earthquake),Within 1 week,High,5360.1
Tamil Nadu,22,Food,Volunteers,Seasonal Need,Long term,Low,152.49
Tamil Nadu,313,Education,Medicines,Health Emergency,Long term,Medium,7033.74
Gujarat,94,Healthcare,Food Kits,Natural Disaster (Flood/Earthquake),Immediate,High,2111.25
Tamil Nadu,1381,Shelter,Food Kits,Natural Disaster (Flood/Earthquake),Within 1 week,High,15465.94
Telangana,16326,Shelter,Funds,Disease Outbreak,Long term,High,220243.32
Gujarat,607,Education,Beds/Shelter,Disease Outbreak,Within 1 week,High,29236.65
Bihar,839,Education,Food Kits,Health Emergency,Within 1 week,High,8475.34
Andhra Pradesh,116,Food,Food Kits,Community Emergency,Within 1 week,Medium,1590.38
Delhi,226,Employment,Food Kits,Natural Disaster (Flood/Earthquake),Long term,High,2026.93
Delhi,135,Education,Volunteers,Community Emergency,Long term,Medium,905.21
Bihar,584,Education,Medicines,Disease Outbreak,Long term,High,10961.48
Telangana,96,Healthcare,Medicines,Seasonal Need,Within 1 week,Low,3635.21
Andhra Pradesh,835,Healthcare,Volunteers,Health Emergency,Long term,High,9860.11
Bihar,933,Employment,Volunteers,Disease Outbreak,Within 1 week,High,5275.94
Delhi,798,Disaster Relief,Volunteers,Natural Disaster (Flood/Earthquake),Within 1 week,High,6739.25
Maharashtra,581,Employment,Funds,Disease Outbreak,Long term,High,6716.07
Delhi,98,Healthcare,Volunteers,Seasonal Need,Long term,Low,1039.73
Andhra Pradesh,796,Healthcare,Volunteers,Health Emergency,Long term,High,8738.82
Andhra Pradesh,331,Food,Volunteers,Natural Disaster (Flood/Earthquake),Immediate,High,3191.96
Bihar,163,Food,Beds/Shelter,Health Emergency,Immediate,Medium,9353.88
Andhra Pradesh,175,Shelter,Funds,Community Emergency,Within 1 week,Medium,3029.38
Tamil Nadu,374,Shelter,Funds,Disease Outbreak,Immediate,High,8132.44
Karnataka,173,Education,Volunteers,Disease Outbreak,Within 1 week,High,1063.63
Maharashtra,176,Education,Funds,Community Emergency,Immediate,Medium,2030.68
Telangana,62,Education,Beds/Shelter,Seasonal Need,Within 1 week,Low,3227.8
Gujarat,156,Shelter,Funds,Health Emergency,Long term,Medium,2398.62
Telangana,541,Food,Food Kits,Disease Outbreak,Long term,High,5371.94
Karnataka,54,Education,Beds/Shelter,Community Emergency,Immediate,Low,2523.55
Gujarat,423,Shelter,Food Kits,Health Emergency,Within 1 week,Medium,6318.1
Maharashtra,159,Shelter,Funds,Seasonal Need,Within 1 week,Medium,2601.31
Tamil Nadu,14,Employment,Volunteers,Seasonal Need,Long term,Low,88.39
Delhi,165,Healthcare,Medicines,Community Emergency,Immediate,Medium,6088.6
Bihar,423,Shelter,Funds,Health Emergency,Within 1 week,Medium,7537.96
Delhi,932,Education,Food Kits,Health Emergency,Long term,High,8333.86
Bihar,504,Education,Beds/Shelter,Natural Disaster (Flood/Earthquake),Immediate,High,31600.07
Bihar,578,Shelter,Beds/Shelter,Natural Disaster (Flood/Earthquake),Within 1 week,High,31880.13
